N,profile_L2,profile_rel_L2,profile_Linf,front_location_num,front_location_exact,front_error,total_weight,runtime_s
100,0.13405494341674554,0.03329339944251987,0.0873515078257403,12.048075939997403,11.818019484660535,0.23005645533686803,0.9948661199557836,0.020161833992460743
200,0.1446579377121123,0.03592672064176114,0.10925142259592652,11.90783655084697,11.818019484660535,0.08981706618643415,0.9974324429141521,0.023925666988361627
500,0.049429291031119996,0.012276079408303815,0.030793747846871944,11.993423717478828,11.818019484660535,0.17540423281829298,0.9989782697169132,0.03516808297717944
1000,0.041409954033268054,0.01028442596286801,0.026025255245768097,11.631562659961718,11.818019484660535,0.1864568246988174,0.9994858119996772,0.05543533299351111
2000,0.03395388300641739,0.008432663210658088,0.024608854705436167,11.832340953606478,11.818019484660535,0.014321468945942328,0.999745061228632,0.09509245801018551
